"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 21:06:53 GMT 2023","Mon Jul 24 21:07:01 GMT 2023","8111","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testDashboardMenuNavigatesToDashboardPage","testDashboardMenuNavigatesToDashboardPage",""
"passed","Mon Jul 24 21:25:27 GMT 2023","Mon Jul 24 21:25:35 GMT 2023","8004","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testCurrentLocationButton","testCurrentLocationButton",""
"passed","Mon Jul 24 21:14:59 GMT 2023","Mon Jul 24 21:15:29 GMT 2023","29339","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 21:17:46 GMT 2023","Mon Jul 24 21:17:54 GMT 2023","7214","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testStorePanelExistsAndHasIcons","testStorePanelExistsAndHasIcons",""
"unknown","Mon Jul 24 21:05:22 GMT 2023","Mon Jul 24 21:05:22 GMT 2023","0","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_CNTRequest_OpenBaseURL","test_API_CNTRequest_OpenBaseURL",""
"passed","Mon Jul 24 21:17:31 GMT 2023","Mon Jul 24 21:17:38 GMT 2023","7545","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testProductCollectionsText","testProductCollectionsText",""
"passed","Mon Jul 24 21:20:17 GMT 2023","Mon Jul 24 21:20:27 GMT 2023","10409","Surefire suite","Surefire test","tests.WidgetsTest","tests.WidgetsTest","testErrorMessage_WhenEnteringInvalidAPIKeyInWidgetForm","testErrorMessage_WhenEnteringInvalidAPIKeyInWidgetForm",""
"passed","Mon Jul 24 21:14:09 GMT 2023","Mon Jul 24 21:14:18 GMT 2023","8131","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFAQFooterLinkNavigateToFAQPage","testFAQFooterLinkNavigateToFAQPage",""
"unknown","Mon Jul 24 21:05:22 GMT 2023","Mon Jul 24 21:05:22 GMT 2023","0","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testH2Headers","testH2Headers",""
"passed","Mon Jul 24 21:05:32 GMT 2023","Mon Jul 24 21:05:41 GMT 2023","9381","Surefire suite","Surefire test","tests.FAQTest","tests.FAQTest","testFAQHeader","testFAQHeader",""
"passed","Mon Jul 24 21:07:54 GMT 2023","Mon Jul 24 21:08:10 GMT 2023","16630","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 21:10:41 GMT 2023","Mon Jul 24 21:10:50 GMT 2023","8728","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testPartnersMenuNavigatesToPartnersPage","testPartnersMenuNavigatesToPartnersPage",""
"passed","Mon Jul 24 21:28:50 GMT 2023","Mon Jul 24 21:29:00 GMT 2023","10585","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testErrorMessage_WhenLastNameIsEmpty_InBillingDetails","testErrorMessage_WhenLastNameIsEmpty_InBillingDetails",""
"passed","Mon Jul 24 21:08:11 GMT 2023","Mon Jul 24 21:08:20 GMT 2023","8810","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 21:23:34 GMT 2023","Mon Jul 24 21:23:44 GMT 2023","9474","Surefire suite","Surefire test","tests.WeatherMapsTest","tests.WeatherMapsTest","testZoomInOutControl","testZoomInOutControl",""
"passed","Mon Jul 24 21:25:03 GMT 2023","Mon Jul 24 21:25:11 GMT 2023","7296","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testAmountOfIcons_OnDifferentWeatherPopUp","testAmountOfIcons_OnDifferentWeatherPopUp",""
"unknown","Mon Jul 24 21:05:22 GMT 2023","Mon Jul 24 21:05:22 GMT 2023","0","Surefire suite","Surefire test","tests.APITest","tests.APITest","testOrangeButtonsArePresentOnThePage","testOrangeButtonsArePresentOnThePage",""
"passed","Mon Jul 24 21:08:54 GMT 2023","Mon Jul 24 21:09:03 GMT 2023","8563","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 21:15:38 GMT 2023","Mon Jul 24 21:15:46 GMT 2023","8020","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 21:06:27 GMT 2023","Mon Jul 24 21:06:36 GMT 2023","8821","Surefire suite","Surefire test","tests.GuideTest","tests.GuideTest","testRoadRiskAPILink_NavigatesTo_RoadRiskAPIPage","testRoadRiskAPILink_NavigatesTo_RoadRiskAPIPage",""
"passed","Mon Jul 24 21:29:11 GMT 2023","Mon Jul 24 21:29:22 GMT 2023","10733","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testListOfStatesIsCorrectAndSorted","testListOfStatesIsCorrectAndSorted",""
"passed","Mon Jul 24 21:29:52 GMT 2023","Mon Jul 24 21:30:01 GMT 2023","9207","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testPriceForStateIsCorrect","testPriceForStateIsCorrect",""
"passed","Mon Jul 24 21:10:32 GMT 2023","Mon Jul 24 21:10:41 GMT 2023","8792","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testOurInitiativesMenuNavigatesToOurInitiativesPage","testOurInitiativesMenuNavigatesToOurInitiativesPage",""
"passed","Mon Jul 24 21:11:14 GMT 2023","Mon Jul 24 21:11:22 GMT 2023","7563","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testSupportMenuIsClickable","testSupportMenuIsClickable",""
"passed","Mon Jul 24 21:28:08 GMT 2023","Mon Jul 24 21:28:16 GMT 2023","8929","Surefire suite","Surefire test","tests.WeatherStationsTest","tests.WeatherStationsTest","testSummaryExistsAndActive","testSummaryExistsAndActive",""
"unknown","Mon Jul 24 21:05:22 GMT 2023","Mon Jul 24 21:05:22 GMT 2023","0","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_CNTRequests_WhenSearchingCityCountry","test_API_CNTRequests_WhenSearchingCityCountry",""
"unknown","Mon Jul 24 21:05:22 GMT 2023","Mon Jul 24 21:05:22 GMT 2023","0","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_CNTResponse_OpenBaseURL","test_API_CNTResponse_OpenBaseURL",""
"unknown","Mon Jul 24 21:05:22 GMT 2023","Mon Jul 24 21:05:22 GMT 2023","0","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testTransparentButtonsAmount","testTransparentButtonsAmount",""
"passed","Mon Jul 24 21:24:55 GMT 2023","Mon Jul 24 21:25:03 GMT 2023","8160","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testAPIIconsNavigateToCorrespondingPages","testAPIIconsNavigateToCorrespondingPages",""
"passed","Mon Jul 24 21:06:36 GMT 2023","Mon Jul 24 21:06:44 GMT 2023","7999","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testAPIMenuNavigatesToAPIPage","testAPIMenuNavigatesToAPIPage",""
"passed","Mon Jul 24 21:23:44 GMT 2023","Mon Jul 24 21:23:52 GMT 2023","8473","Surefire suite","Surefire test","tests.FindTest","tests.FindTest","testCityInSearchFieldContainsCity","testCityInSearchFieldContainsCity",""
"passed","Mon Jul 24 21:16:55 GMT 2023","Mon Jul 24 21:17:04 GMT 2023","8828","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testOpenWeatherForBusinessLinkNavigateToForBusinessWeb","testOpenWeatherForBusinessLinkNavigateToForBusinessWeb",""
"passed","Mon Jul 24 21:22:06 GMT 2023","Mon Jul 24 21:22:15 GMT 2023","8891","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_HttpResponse_CurrentPressureInParis","test_API_HttpResponse_CurrentPressureInParis",""
"passed","Mon Jul 24 21:26:25 GMT 2023","Mon Jul 24 21:26:32 GMT 2023","7766","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testErrorMessageWhenCityDoesNotExists","testErrorMessageWhenCityDoesNotExists",""
"passed","Mon Jul 24 21:07:19 GMT 2023","Mon Jul 24 21:07:27 GMT 2023","7957","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 21:29:42 GMT 2023","Mon Jul 24 21:29:51 GMT 2023","9563","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testPlaceOrderPopUpWindowIsDisplayed","testPlaceOrderPopUpWindowIsDisplayed",""
"passed","Mon Jul 24 21:07:10 GMT 2023","Mon Jul 24 21:07:18 GMT 2023","8356","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 21:18:19 GMT 2023","Mon Jul 24 21:18:27 GMT 2023","8593","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testCurrentWeatherAndForecastsCollectionsNames","testCurrentWeatherAndForecastsCollectionsNames",""
"passed","Mon Jul 24 21:13:00 GMT 2023","Mon Jul 24 21:13:09 GMT 2023","8754","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testAboutUsFooterLinkNavigatesToAboutUsPage","testAboutUsFooterLinkNavigatesToAboutUsPage",""
"unknown","Mon Jul 24 21:05:22 GMT 2023","Mon Jul 24 21:05:22 GMT 2023","1","Surefire suite","Surefire test","tests.FAQTest","tests.FAQTest","testH3HeadersAmount","testH3HeadersAmount",""
"unknown","Mon Jul 24 21:05:22 GMT 2023","Mon Jul 24 21:05:22 GMT 2023","0","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignOut","testSignOut",""
"passed","Mon Jul 24 21:14:26 GMT 2023","Mon Jul 24 21:14:34 GMT 2023","7960","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"unknown","Mon Jul 24 21:05:22 GMT 2023","Mon Jul 24 21:05:22 GMT 2023","0","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testLoginWithNewPassword","testLoginWithNewPassword",""
"passed","Mon Jul 24 21:21:57 GMT 2023","Mon Jul 24 21:22:06 GMT 2023","8835","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_HttpResponse_CurrentHumidityInParis","test_API_HttpResponse_CurrentHumidityInParis",""
"passed","Mon Jul 24 21:12:00 GMT 2023","Mon Jul 24 21:12:10 GMT 2023","10121","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testLogInRememberMeTokenSaveInCookie","testLogInRememberMeTokenSaveInCookie",""
"passed","Mon Jul 24 21:11:06 GMT 2023","Mon Jul 24 21:11:14 GMT 2023","8525","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testSignInMenuNavigatesToSignInPage","testSignInMenuNavigatesToSignInPage",""
"passed","Mon Jul 24 21:19:30 GMT 2023","Mon Jul 24 21:19:40 GMT 2023","10119","Surefire suite","Surefire test","tests.UserTopMenuTest","tests.UserTopMenuTest","testDropdownMenuTexts","testDropdownMenuTexts",""
"passed","Mon Jul 24 21:17:54 GMT 2023","Mon Jul 24 21:18:01 GMT 2023","7398","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testSubscriptionText","testSubscriptionText",""
"passed","Mon Jul 24 21:26:49 GMT 2023","Mon Jul 24 21:26:56 GMT 2023","7278","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testLocationButtonIsDisplayedAndClickable","testLocationButtonIsDisplayedAndClickable",""
"passed","Mon Jul 24 21:22:53 GMT 2023","Mon Jul 24 21:23:04 GMT 2023","11081","Surefire suite","Surefire test","tests.HomeAPIKeysTest","tests.HomeAPIKeysTest","testAPIKeysGenerated","testAPIKeysGenerated",""
"passed","Mon Jul 24 21:27:21 GMT 2023","Mon Jul 24 21:27:28 GMT 2023","7304","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testSendButtonIsDisplayed_OnDifferentWeatherPopUp","testSendButtonIsDisplayed_OnDifferentWeatherPopUp",""
"passed","Mon Jul 24 21:29:32 GMT 2023","Mon Jul 24 21:29:41 GMT 2023","9657","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testOrderDetailsParametersAreCorrect","testOrderDetailsParametersAreCorrect",""
"passed","Mon Jul 24 21:14:43 GMT 2023","Mon Jul 24 21:14:51 GMT 2023","7883","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 21:27:28 GMT 2023","Mon Jul 24 21:27:36 GMT 2023","7512","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testTempUnitChangedToC_WhenSwitchingToMetric","testTempUnitChangedToC_WhenSwitchingToMetric",""
"passed","Mon Jul 24 21:15:56 GMT 2023","Mon Jul 24 21:16:04 GMT 2023","8027","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 21:23:53 GMT 2023","Mon Jul 24 21:24:01 GMT 2023","8338","Surefire suite","Surefire test","tests.FindTest","tests.FindTest","testNavigationToFindPage_WithTheSameCityName","testNavigationToFindPage_WithTheSameCityName",""
"passed","Mon Jul 24 21:15:29 GMT 2023","Mon Jul 24 21:15:38 GMT 2023","8659","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"unknown","Mon Jul 24 21:05:22 GMT 2023","Mon Jul 24 21:05:22 GMT 2023","0","Surefire suite","Surefire test","tests.GuideTest","tests.GuideTest","testSolarRadiationApiLink_NavigatesTo_SolarRadiationApiPage","testSolarRadiationApiLink_NavigatesTo_SolarRadiationApiPage",""
"passed","Mon Jul 24 21:28:00 GMT 2023","Mon Jul 24 21:28:07 GMT 2023","7282","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testXButtonIsDisplayed_OnDifferentWeatherPopUp","testXButtonIsDisplayed_OnDifferentWeatherPopUp",""
"passed","Mon Jul 24 21:27:13 GMT 2023","Mon Jul 24 21:27:21 GMT 2023","7649","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testSearchErrorMessageBackgroundColor","testSearchErrorMessageBackgroundColor",""
"passed","Mon Jul 24 21:26:56 GMT 2023","Mon Jul 24 21:27:04 GMT 2023","7821","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testOneIconHighlightedByDefault_OnDifferentWeatherPopUp","testOneIconHighlightedByDefault_OnDifferentWeatherPopUp",""
"passed","Mon Jul 24 21:27:04 GMT 2023","Mon Jul 24 21:27:13 GMT 2023","8257","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testRefreshPage","testRefreshPage",""
"passed","Mon Jul 24 21:24:21 GMT 2023","Mon Jul 24 21:24:29 GMT 2023","8832","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testAPIIconsNavigateToCorrespondingPages","testAPIIconsNavigateToCorrespondingPages",""
"unknown","Mon Jul 24 21:05:22 GMT 2023","Mon Jul 24 21:05:22 GMT 2023","0","Surefire suite","Surefire test","tests.APIOneCall3Test","tests.APIOneCall3Test","testAPICallsParameters","testAPICallsParameters",""
"passed","Mon Jul 24 21:18:55 GMT 2023","Mon Jul 24 21:19:04 GMT 2023","8867","Surefire suite","Surefire test","tests.HomeAskQuestionTest","tests.HomeAskQuestionTest","testRadioButtonMessage","testRadioButtonMessage",""
"passed","Mon Jul 24 21:28:39 GMT 2023","Mon Jul 24 21:28:49 GMT 2023","10593","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testErrorMessage_WhenFirstNameIsEmpty_InBillingDetails","testErrorMessage_WhenFirstNameIsEmpty_InBillingDetails",""
"passed","Mon Jul 24 21:22:15 GMT 2023","Mon Jul 24 21:22:25 GMT 2023","9569","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_RAResponse_WhenSearchingCityCountry","test_API_RAResponse_WhenSearchingCityCountry",""
"unknown","Mon Jul 24 21:05:22 GMT 2023","Mon Jul 24 21:05:22 GMT 2023","0","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testH2Header_WhenSearchingCityCountry","testH2Header_WhenSearchingCityCountry",""
"passed","Mon Jul 24 21:27:36 GMT 2023","Mon Jul 24 21:27:44 GMT 2023","7908","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testTempUnitChangedToF_WhenSwitchingToImperial","testTempUnitChangedToF_WhenSwitchingToImperial",""
"passed","Mon Jul 24 21:19:21 GMT 2023","Mon Jul 24 21:19:30 GMT 2023","8086","Surefire suite","Surefire test","tests.BulkTest","tests.BulkTest","testH1Header","testH1Header",""
"passed","Mon Jul 24 21:09:38 GMT 2023","Mon Jul 24 21:09:47 GMT 2023","8521","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testHamburgerMenuHasLogo","testHamburgerMenuHasLogo",""
"passed","Mon Jul 24 21:16:13 GMT 2023","Mon Jul 24 21:16:21 GMT 2023","8512","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 21:08:38 GMT 2023","Mon Jul 24 21:08:46 GMT 2023","8093","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 21:09:55 GMT 2023","Mon Jul 24 21:10:04 GMT 2023","9381","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testHowToStartMenuNavigatesToHowToStartPage","testHowToStartMenuNavigatesToHowToStartPage",""
"passed","Mon Jul 24 21:23:15 GMT 2023","Mon Jul 24 21:23:24 GMT 2023","9024","Surefire suite","Surefire test","tests.WeatherMapsTest","tests.WeatherMapsTest","testButtonLoop_MapPage","testButtonLoop_MapPage",""
"passed","Mon Jul 24 21:10:23 GMT 2023","Mon Jul 24 21:10:31 GMT 2023","8364","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testNavigationBarSearchField_NavigatesToFindPage","testNavigationBarSearchField_NavigatesToFindPage",""
"passed","Mon Jul 24 21:13:18 GMT 2023","Mon Jul 24 21:13:27 GMT 2023","8600","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testAskQuestionFooterLinkNavigatesToHomeAskQuestionPage","testAskQuestionFooterLinkNavigatesToHomeAskQuestionPage",""
"passed","Mon Jul 24 21:25:44 GMT 2023","Mon Jul 24 21:25:51 GMT 2023","7782","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testDataSourceOptions","testDataSourceOptions",""
"passed","Mon Jul 24 21:21:38 GMT 2023","Mon Jul 24 21:21:47 GMT 2023","8836","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_HttpRequestResponse__WeatherTempParis","test_API_HttpRequestResponse__WeatherTempParis",""
"passed","Mon Jul 24 21:14:35 GMT 2023","Mon Jul 24 21:14:43 GMT 2023","7898","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 21:12:31 GMT 2023","Mon Jul 24 21:12:41 GMT 2023","9856","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testSignInNavigatesToHomePage","testSignInNavigatesToHomePage",""
"passed","Mon Jul 24 21:24:38 GMT 2023","Mon Jul 24 21:24:46 GMT 2023","8158","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testAPIIconsNavigateToCorrespondingPages","testAPIIconsNavigateToCorrespondingPages",""
"unknown","Mon Jul 24 21:05:22 GMT 2023","Mon Jul 24 21:05:22 GMT 2023","0","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testRecoverPassword","testRecoverPassword",""
"passed","Mon Jul 24 21:16:04 GMT 2023","Mon Jul 24 21:16:13 GMT 2023","8347","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 21:08:46 GMT 2023","Mon Jul 24 21:08:54 GMT 2023","8043","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 21:22:35 GMT 2023","Mon Jul 24 21:22:44 GMT 2023","8893","Surefire suite","Surefire test","tests.AboutUsTest","tests.AboutUsTest","testActiveOptionsForWhereToField","testActiveOptionsForWhereToField",""
"passed","Mon Jul 24 21:20:40 GMT 2023","Mon Jul 24 21:20:49 GMT 2023","8370","Surefire suite","Surefire test","tests.PartnersTest","tests.PartnersTest","testH1Header","testH1Header",""
