"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 19:58:58 GMT 2023","Mon Jul 24 19:59:07 GMT 2023","8843","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 20:14:06 GMT 2023","Mon Jul 24 20:14:16 GMT 2023","9622","Surefire suite","Surefire test","tests.AboutUsTest","tests.AboutUsTest","testActiveOptionsForWhereToField","testActiveOptionsForWhereToField",""
"passed","Mon Jul 24 20:16:25 GMT 2023","Mon Jul 24 20:16:35 GMT 2023","10552","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials",""
"passed","Mon Jul 24 20:07:05 GMT 2023","Mon Jul 24 20:07:14 GMT 2023","9637","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:17:10 GMT 2023","Mon Jul 24 20:17:21 GMT 2023","11292","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials",""
"passed","Mon Jul 24 19:57:07 GMT 2023","Mon Jul 24 19:57:16 GMT 2023","8538","Surefire suite","Surefire test","tests.GuideTest","tests.GuideTest","testLearnMoreButtonsAmount","testLearnMoreButtonsAmount",""
"skipped","Mon Jul 24 20:16:03 GMT 2023","Mon Jul 24 20:16:03 GMT 2023","0","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testLinkToResetPasswordIsWorking","testLinkToResetPasswordIsWorking",""
"passed","Mon Jul 24 20:19:37 GMT 2023","Mon Jul 24 20:19:45 GMT 2023","7751","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testCorrect8DaysForecastCalendarSequence","testCorrect8DaysForecastCalendarSequence",""
"passed","Mon Jul 24 20:00:33 GMT 2023","Mon Jul 24 20:00:42 GMT 2023","8574","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testHamburgerMenuHasLogo","testHamburgerMenuHasLogo",""
"passed","Mon Jul 24 19:57:53 GMT 2023","Mon Jul 24 19:58:02 GMT 2023","9683","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 20:24:33 GMT 2023","Mon Jul 24 20:24:43 GMT 2023","10371","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testPlaceOrderPopUpWindowIsDisplayed","testPlaceOrderPopUpWindowIsDisplayed",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testH2HeaderOnAlertsTable","testH2HeaderOnAlertsTable",""
"passed","Mon Jul 24 20:05:50 GMT 2023","Mon Jul 24 20:05:58 GMT 2023","8420","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.FAQTest","tests.FAQTest","testFAQInnerDescriptionsAmount","testFAQInnerDescriptionsAmount",""
"passed","Mon Jul 24 20:18:04 GMT 2023","Mon Jul 24 20:18:13 GMT 2023","8773","Surefire suite","Surefire test","tests.FindTest","tests.FindTest","testNavigationToFindPage_WithTheSameCityName","testNavigationToFindPage_WithTheSameCityName",""
"skipped","Mon Jul 24 20:16:03 GMT 2023","Mon Jul 24 20:16:03 GMT 2023","1","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testChangePasswordThroughEmail","testChangePasswordThroughEmail",""
"passed","Mon Jul 24 19:59:36 GMT 2023","Mon Jul 24 19:59:44 GMT 2023","8539","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testH2Headers","testH2Headers",""
"passed","Mon Jul 24 20:02:13 GMT 2023","Mon Jul 24 20:02:21 GMT 2023","7995","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testSupportMenuIsClickable","testSupportMenuIsClickable",""
"passed","Mon Jul 24 20:22:02 GMT 2023","Mon Jul 24 20:22:09 GMT 2023","7769","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testSendButtonIsDisplayed_OnDifferentWeatherPopUp","testSendButtonIsDisplayed_OnDifferentWeatherPopUp",""
"passed","Mon Jul 24 20:20:12 GMT 2023","Mon Jul 24 20:20:20 GMT 2023","8019","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testDayListTempInC_WhenSwitchingToMetric","testDayListTempInC_WhenSwitchingToMetric",""
"passed","Mon Jul 24 20:19:29 GMT 2023","Mon Jul 24 20:19:37 GMT 2023","8494","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testChosenDataSourceOptionIsSavedAfterClickingLessOptions","testChosenDataSourceOptionIsSavedAfterClickingLessOptions",""
"passed","Mon Jul 24 20:12:33 GMT 2023","Mon Jul 24 20:12:43 GMT 2023","9717","Surefire suite","Surefire test","tests.CurrentWeatherTest","tests.CurrentWeatherTest","testCurrentWeatherDataCallTemplate","testCurrentWeatherDataCallTemplate",""
"passed","Mon Jul 24 20:22:18 GMT 2023","Mon Jul 24 20:22:26 GMT 2023","8513","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testTempUnitChangedToF_WhenSwitchingToImperial","testTempUnitChangedToF_WhenSwitchingToImperial",""
"passed","Mon Jul 24 20:15:51 GMT 2023","Mon Jul 24 20:16:02 GMT 2023","11063","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testEmptyRecoveryEmail","testEmptyRecoveryEmail",""
"passed","Mon Jul 24 20:21:18 GMT 2023","Mon Jul 24 20:21:27 GMT 2023","8842","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testIconsHighlighted_OnDifferentWeatherPopUp","testIconsHighlighted_OnDifferentWeatherPopUp",""
"passed","Mon Jul 24 19:58:03 GMT 2023","Mon Jul 24 19:58:11 GMT 2023","8496","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 20:00:23 GMT 2023","Mon Jul 24 20:00:33 GMT 2023","9189","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testGuideMenuNavigatesToGuidePage","testGuideMenuNavigatesToGuidePage",""
"passed","Mon Jul 24 20:06:19 GMT 2023","Mon Jul 24 20:06:28 GMT 2023","9549","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testGitHubIconNavigatesToGitHubWeb","testGitHubIconNavigatesToGitHubWeb",""
"passed","Mon Jul 24 20:24:54 GMT 2023","Mon Jul 24 20:25:04 GMT 2023","10427","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testWeatherParametersAreDisplayed","testWeatherParametersAreDisplayed",""
"passed","Mon Jul 24 20:08:04 GMT 2023","Mon Jul 24 20:08:13 GMT 2023","9632","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testOpenWeatherForBusinessLinkNavigateToForBusinessWeb","testOpenWeatherForBusinessLinkNavigateToForBusinessWeb",""
"passed","Mon Jul 24 20:11:01 GMT 2023","Mon Jul 24 20:11:16 GMT 2023","15273","Surefire suite","Surefire test","tests.UserTopMenuTest","tests.UserTopMenuTest","testUserTopMenus","testUserTopMenus",""
"passed","Mon Jul 24 19:58:49 GMT 2023","Mon Jul 24 19:58:58 GMT 2023","9225","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.FAQTest","tests.FAQTest","testH3HeadersAmount","testH3HeadersAmount",""
"passed","Mon Jul 24 20:08:22 GMT 2023","Mon Jul 24 20:08:32 GMT 2023","9295","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testPricingFooterLinkNavigatesToPricePage","testPricingFooterLinkNavigatesToPricePage",""
"passed","Mon Jul 24 20:07:55 GMT 2023","Mon Jul 24 20:08:03 GMT 2023","8812","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testGooglePlayIconNavigatesToGooglePlayWeb","testGooglePlayIconNavigatesToGooglePlayWeb",""
"passed","Mon Jul 24 20:08:32 GMT 2023","Mon Jul 24 20:08:42 GMT 2023","9686","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testPrivacyPolicyFooterLinkNavigatesToPrivacyPolicyWeb","testPrivacyPolicyFooterLinkNavigatesToPrivacyPolicyWeb",""
"skipped","Mon Jul 24 20:16:03 GMT 2023","Mon Jul 24 20:16:03 GMT 2023","0","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testLoginWithNewPassword","testLoginWithNewPassword",""
"passed","Mon Jul 24 20:11:41 GMT 2023","Mon Jul 24 20:11:52 GMT 2023","11333","Surefire suite","Surefire test","tests.WidgetsTest","tests.WidgetsTest","testErrorMessage_WhenEnteringInvalidAPIKeyInWidgetForm","testErrorMessage_WhenEnteringInvalidAPIKeyInWidgetForm",""
"passed","Mon Jul 24 19:59:07 GMT 2023","Mon Jul 24 19:59:16 GMT 2023","8537","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 19:56:52 GMT 2023","Mon Jul 24 19:57:07 GMT 2023","15501","Surefire suite","Surefire test","tests.GuideTest","tests.GuideTest","testHomeLinkNavigatesToBaseURL","testHomeLinkNavigatesToBaseURL",""
"passed","Mon Jul 24 20:21:44 GMT 2023","Mon Jul 24 20:21:53 GMT 2023","8914","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testRefreshPage","testRefreshPage",""
"passed","Mon Jul 24 19:56:39 GMT 2023","Mon Jul 24 19:56:51 GMT 2023","12113","Surefire suite","Surefire test","tests.HomeSignUpTest","tests.HomeSignUpTest","testPrivacyPolicySignUpLinkNavigatesToPrivacyPolicyPage","testPrivacyPolicySignUpLinkNavigatesToPrivacyPolicyPage",""
"passed","Mon Jul 24 19:56:17 GMT 2023","Mon Jul 24 19:56:26 GMT 2023","9221","Surefire suite","Surefire test","tests.FAQTest","tests.FAQTest","testFAQHeader","testFAQHeader",""
"passed","Mon Jul 24 20:15:11 GMT 2023","Mon Jul 24 20:15:26 GMT 2023","15425","Surefire suite","Surefire test","tests.WeatherMapsTest","tests.WeatherMapsTest","testZoomInOutControl","testZoomInOutControl",""
"passed","Mon Jul 24 20:00:51 GMT 2023","Mon Jul 24 20:00:59 GMT 2023","8457","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testHowToStartMenuNavigatesToHowToStartPage","testHowToStartMenuNavigatesToHowToStartPage",""
"passed","Mon Jul 24 20:09:43 GMT 2023","Mon Jul 24 20:09:52 GMT 2023","8804","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testDetailedPricingButtons","testDetailedPricingButtons",""
"passed","Mon Jul 24 20:12:57 GMT 2023","Mon Jul 24 20:13:06 GMT 2023","9587","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_HttpRequestResponse_WhenSearchingCityCountry","test_API_HttpRequestResponse_WhenSearchingCityCountry",""
"passed","Mon Jul 24 20:04:36 GMT 2023","Mon Jul 24 20:04:51 GMT 2023","15551","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testConnectYourWeatherStationFooterLinkNavigatesToWeatherStationsPage","testConnectYourWeatherStationFooterLinkNavigatesToWeatherStationsPage",""
"passed","Mon Jul 24 20:13:46 GMT 2023","Mon Jul 24 20:13:56 GMT 2023","9866","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_RAResponse_WhenSearchingCityCountry","test_API_RAResponse_WhenSearchingCityCountry",""
"passed","Mon Jul 24 20:07:33 GMT 2023","Mon Jul 24 20:07:42 GMT 2023","9127","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:10:49 GMT 2023","Mon Jul 24 20:11:00 GMT 2023","11327","Surefire suite","Surefire test","tests.UserTopMenuTest","tests.UserTopMenuTest","testDropdownMenuTexts","testDropdownMenuTexts",""
"passed","Mon Jul 24 20:22:51 GMT 2023","Mon Jul 24 20:23:01 GMT 2023","9950","Surefire suite","Surefire test","tests.WeatherStationsTest","tests.WeatherStationsTest","testSummaryExistsAndActive","testSummaryExistsAndActive",""
"passed","Mon Jul 24 20:18:23 GMT 2023","Mon Jul 24 20:18:33 GMT 2023","9906","Surefire suite","Surefire test","tests.HomeMarketplaceTest","tests.HomeMarketplaceTest","testWeatherDataByStateLink_NavigatesTo_HomeZipCodeDataPage","testWeatherDataByStateLink_NavigatesTo_HomeZipCodeDataPage",""
"passed","Mon Jul 24 20:10:30 GMT 2023","Mon Jul 24 20:10:40 GMT 2023","9209","Surefire suite","Surefire test","tests.BulkTest","tests.BulkTest","testBulkFilesInAPIRequestsTemplate","testBulkFilesInAPIRequestsTemplate",""
"passed","Mon Jul 24 20:19:54 GMT 2023","Mon Jul 24 20:20:03 GMT 2023","8773","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testCurrentWeatherAPIIconNavigatesToCorrespondingPage","testCurrentWeatherAPIIconNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 20:22:10 GMT 2023","Mon Jul 24 20:22:17 GMT 2023","7809","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testTempUnitChangedToC_WhenSwitchingToMetric","testTempUnitChangedToC_WhenSwitchingToMetric",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testMainPageHeaders","testMainPageHeaders",""
"passed","Mon Jul 24 20:14:16 GMT 2023","Mon Jul 24 20:14:25 GMT 2023","9206","Surefire suite","Surefire test","tests.AboutUsTest","tests.AboutUsTest","testHeadersAboutUsPage","testHeadersAboutUsPage",""
"passed","Mon Jul 24 19:58:21 GMT 2023","Mon Jul 24 19:58:30 GMT 2023","8731","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testH2Header_WhenSearchingCityCountryChain","testH2Header_WhenSearchingCityCountryChain",""
"passed","Mon Jul 24 20:20:37 GMT 2023","Mon Jul 24 20:21:02 GMT 2023","24283","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testEmailAndAdditionalInfoIsNotSavedAfterClickingOutOfContainer","testEmailAndAdditionalInfoIsNotSavedAfterClickingOutOfContainer",""
"passed","Mon Jul 24 20:10:11 GMT 2023","Mon Jul 24 20:10:21 GMT 2023","9749","Surefire suite","Surefire test","tests.HomeAskQuestionTest","tests.HomeAskQuestionTest","testRadioButtonMessage","testRadioButtonMessage",""
"passed","Mon Jul 24 20:10:40 GMT 2023","Mon Jul 24 20:10:49 GMT 2023","8846","Surefire suite","Surefire test","tests.BulkTest","tests.BulkTest","testH1Header","testH1Header",""
"passed","Mon Jul 24 20:17:32 GMT 2023","Mon Jul 24 20:17:42 GMT 2023","10134","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials",""
"passed","Mon Jul 24 20:18:53 GMT 2023","Mon Jul 24 20:19:02 GMT 2023","8419","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testAPIIconsNavigateToCorrespondingPages","testAPIIconsNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:13:07 GMT 2023","Mon Jul 24 20:13:16 GMT 2023","9627","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_HttpRequestResponse__WeatherTempParis","test_API_HttpRequestResponse__WeatherTempParis",""
"passed","Mon Jul 24 20:00:04 GMT 2023","Mon Jul 24 20:00:14 GMT 2023","9807","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testExternalTopMenuNavigatesToCorrespondingPage","testExternalTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 20:11:52 GMT 2023","Mon Jul 24 20:12:05 GMT 2023","12468","Surefire suite","Surefire test","tests.WidgetsTest","tests.WidgetsTest","testSelectYourCityFieldContainsChosenCity","testSelectYourCityFieldContainsChosenCity",""
"passed","Mon Jul 24 20:19:20 GMT 2023","Mon Jul 24 20:19:29 GMT 2023","8695","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testAmountOfIcons_OnDifferentWeatherPopUp","testAmountOfIcons_OnDifferentWeatherPopUp",""
"passed","Mon Jul 24 20:18:33 GMT 2023","Mon Jul 24 20:18:44 GMT 2023","10684","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testAPIIconsNavigateToCorrespondingPages","testAPIIconsNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:18:13 GMT 2023","Mon Jul 24 20:18:23 GMT 2023","9875","Surefire suite","Surefire test","tests.HomeMarketplaceTest","tests.HomeMarketplaceTest","testButtonsAreVisibleAndClickable","testButtonsAreVisibleAndClickable",""
"passed","Mon Jul 24 20:14:38 GMT 2023","Mon Jul 24 20:14:50 GMT 2023","11905","Surefire suite","Surefire test","tests.HomeAPIKeysTest","tests.HomeAPIKeysTest","testAPIKeysDeleted","testAPIKeysDeleted",""
"passed","Mon Jul 24 19:57:35 GMT 2023","Mon Jul 24 19:57:43 GMT 2023","8602","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testCompanyLogoNavigatesToBaseURL","testCompanyLogoNavigatesToBaseURL",""
"passed","Mon Jul 24 20:02:29 GMT 2023","Mon Jul 24 20:02:37 GMT 2023","7671","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testTopMenuLinkAmount","testTopMenuLinkAmount",""
"passed","Mon Jul 24 20:24:11 GMT 2023","Mon Jul 24 20:24:22 GMT 2023","10312","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testListOfYearsIsCorrect","testListOfYearsIsCorrect",""
"passed","Mon Jul 24 20:09:34 GMT 2023","Mon Jul 24 20:09:43 GMT 2023","8794","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testCurrentWeatherAndForecastsCollectionsNames","testCurrentWeatherAndForecastsCollectionsNames",""
"passed","Mon Jul 24 20:08:14 GMT 2023","Mon Jul 24 20:08:22 GMT 2023","8535","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testOurTechnologyFooterLinkNavigatesToTechnologyPage","testOurTechnologyFooterLinkNavigatesToTechnologyPage",""
"passed","Mon Jul 24 20:08:58 GMT 2023","Mon Jul 24 20:09:06 GMT 2023","7756","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testStorePanelExistsAndHasIcons","testStorePanelExistsAndHasIcons",""
"passed","Mon Jul 24 20:05:12 GMT 2023","Mon Jul 24 20:05:22 GMT 2023","10350","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testExternalMenuLinksNavigateToCorrespondingPages","testExternalMenuLinksNavigateToCorrespondingPages",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testAPIIconsAreDisplayed","testAPIIconsAreDisplayed",""
"passed","Mon Jul 24 20:04:17 GMT 2023","Mon Jul 24 20:04:26 GMT 2023","9254","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testAppStoreIconNavigatesToAppStoreWeb","testAppStoreIconNavigatesToAppStoreWeb",""
"passed","Mon Jul 24 20:02:48 GMT 2023","Mon Jul 24 20:03:01 GMT 2023","12302","Surefire suite","Surefire test","tests.HomeHistoryBulksNewTest","tests.HomeHistoryBulksNewTest","testWeatherParametersAreNOTSelected_AfterUncheckAll","testWeatherParametersAreNOTSelected_AfterUncheckAll",""
"passed","Mon Jul 24 20:06:09 GMT 2023","Mon Jul 24 20:06:19 GMT 2023","10137","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:12:24 GMT 2023","Mon Jul 24 20:12:33 GMT 2023","9309","Surefire suite","Surefire test","tests.PartnersTest","tests.PartnersTest","testSeeOnTheWebsiteButtonNavigatesToApacheWebsite","testSeeOnTheWebsiteButtonNavigatesToApacheWebsite",""
"passed","Mon Jul 24 20:07:42 GMT 2023","Mon Jul 24 20:07:54 GMT 2023","12268","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_CNTRequest_OpenBaseURL","test_API_CNTRequest_OpenBaseURL",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","testAllLinksAreNotBroken","testAllLinksAreNotBroken",""
"passed","Mon Jul 24 20:21:53 GMT 2023","Mon Jul 24 20:22:01 GMT 2023","8355","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testSearchErrorMessageBackgroundColor","testSearchErrorMessageBackgroundColor",""
"passed","Mon Jul 24 20:06:56 GMT 2023","Mon Jul 24 20:07:05 GMT 2023","8831","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:12:43 GMT 2023","Mon Jul 24 20:12:56 GMT 2023","13171","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","testRAResponse_8DayForecastWeatherDescription","testRAResponse_8DayForecastWeatherDescription",""
"passed","Mon Jul 24 20:21:27 GMT 2023","Mon Jul 24 20:21:35 GMT 2023","7907","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testLocationButtonIsDisplayedAndClickable","testLocationButtonIsDisplayedAndClickable",""
"passed","Mon Jul 24 20:02:03 GMT 2023","Mon Jul 24 20:02:12 GMT 2023","9590","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testSignInMenuNavigatesToSignInPage","testSignInMenuNavigatesToSignInPage",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","1","Surefire suite","Surefire test","tests.APIOneCall3Test","tests.APIOneCall3Test","testAPICallsParameters","testAPICallsParameters",""
