"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 20:05:02 GMT 2023","Mon Jul 24 20:05:12 GMT 2023","10212","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testExternalMenuLinksNavigateToCorrespondingPages","testExternalMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:11:16 GMT 2023","Mon Jul 24 20:11:27 GMT 2023","11029","Surefire suite","Surefire test","tests.UserTopMenuTest","tests.UserTopMenuTest","testUserTopMenusAmount","testUserTopMenusAmount",""
"passed","Mon Jul 24 20:04:07 GMT 2023","Mon Jul 24 20:04:16 GMT 2023","9153","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testAboutUsFooterLinkNavigatesToAboutUsPage","testAboutUsFooterLinkNavigatesToAboutUsPage",""
"passed","Mon Jul 24 20:01:28 GMT 2023","Mon Jul 24 20:01:37 GMT 2023","8934","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testOurInitiativesMenuNavigatesToOurInitiativesPage","testOurInitiativesMenuNavigatesToOurInitiativesPage",""
"passed","Mon Jul 24 20:09:24 GMT 2023","Mon Jul 24 20:09:34 GMT 2023","10166","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testWidgetsFooterLinkNavigatesToWidgetsPage","testWidgetsFooterLinkNavigatesToWidgetsPage",""
"passed","Mon Jul 24 20:20:03 GMT 2023","Mon Jul 24 20:20:11 GMT 2023","8349","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testDataSourceOptions","testDataSourceOptions",""
"passed","Mon Jul 24 20:19:02 GMT 2023","Mon Jul 24 20:19:11 GMT 2023","8556","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testAPIIconsNavigateToCorrespondingPages","testAPIIconsNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:23:48 GMT 2023","Mon Jul 24 20:23:59 GMT 2023","11478","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testErrorMessage_WhenPhoneNumberIsEmpty_InBillingDetails","testErrorMessage_WhenPhoneNumberIsEmpty_InBillingDetails",""
"passed","Mon Jul 24 20:03:58 GMT 2023","Mon Jul 24 20:04:07 GMT 2023","8690","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksAmount","testFooterMenuLinksAmount",""
"passed","Mon Jul 24 19:56:27 GMT 2023","Mon Jul 24 19:56:39 GMT 2023","12116","Surefire suite","Surefire test","tests.HomeSignUpTest","tests.HomeSignUpTest","testErrorMessageWhenCreatingNewAccountWithoutCaptcha","testErrorMessageWhenCreatingNewAccountWithoutCaptcha",""
"passed","Mon Jul 24 20:10:21 GMT 2023","Mon Jul 24 20:10:30 GMT 2023","8693","Surefire suite","Surefire test","tests.APITest","tests.APITest","testAPIPageHeader","testAPIPageHeader",""
"passed","Mon Jul 24 20:21:02 GMT 2023","Mon Jul 24 20:21:10 GMT 2023","8241","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testErrorMessageWhenCityDoesNotExists","testErrorMessageWhenCityDoesNotExists",""
"passed","Mon Jul 24 19:59:26 GMT 2023","Mon Jul 24 19:59:35 GMT 2023","9685","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 20:08:58 GMT 2023","Mon Jul 24 20:08:58 GMT 2023","1","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testSocialPanelIconsNavigateToCorrespondingWebSites","testSocialPanelIconsNavigateToCorrespondingWebSites",""
"passed","Mon Jul 24 20:00:14 GMT 2023","Mon Jul 24 20:00:23 GMT 2023","8913","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testFAQSupportSubmenuNavigatesToFAQPage","testFAQSupportSubmenuNavigatesToFAQPage",""
"passed","Mon Jul 24 20:06:37 GMT 2023","Mon Jul 24 20:06:46 GMT 2023","8475","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:03:35 GMT 2023","Mon Jul 24 20:03:47 GMT 2023","11182","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testSignInNavigatesToHomePage","testSignInNavigatesToHomePage",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testH2Headers","testH2Headers",""
"passed","Mon Jul 24 20:03:01 GMT 2023","Mon Jul 24 20:03:12 GMT 2023","11230","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testLogInRememberMeTokenSaveInCookie","testLogInRememberMeTokenSaveInCookie",""
"passed","Mon Jul 24 20:22:43 GMT 2023","Mon Jul 24 20:22:50 GMT 2023","7829","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testXButtonIsDisplayed_OnDifferentWeatherPopUp","testXButtonIsDisplayed_OnDifferentWeatherPopUp",""
"passed","Mon Jul 24 20:15:27 GMT 2023","Mon Jul 24 20:15:40 GMT 2023","13209","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testRecoverPassword","testRecoverPassword",""
"passed","Mon Jul 24 20:13:16 GMT 2023","Mon Jul 24 20:13:26 GMT 2023","9645","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_HttpResponse_AndUIView_OfEightDaysForecastCalendar","test_API_HttpResponse_AndUIView_OfEightDaysForecastCalendar",""
"passed","Mon Jul 24 20:13:56 GMT 2023","Mon Jul 24 20:14:06 GMT 2023","9986","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_UIEightDaysForecastCalendarOnCurrentDateFrom_API_HttpResponse","test_UIEightDaysForecastCalendarOnCurrentDateFrom_API_HttpResponse",""
"passed","Mon Jul 24 19:59:16 GMT 2023","Mon Jul 24 19:59:25 GMT 2023","9322","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 19:58:30 GMT 2023","Mon Jul 24 19:58:40 GMT 2023","9658","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 20:16:03 GMT 2023","Mon Jul 24 20:16:13 GMT 2023","10278","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials",""
"passed","Mon Jul 24 20:09:06 GMT 2023","Mon Jul 24 20:09:14 GMT 2023","7985","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testSubscriptionText","testSubscriptionText",""
"passed","Mon Jul 24 19:57:16 GMT 2023","Mon Jul 24 19:57:26 GMT 2023","9333","Surefire suite","Surefire test","tests.GuideTest","tests.GuideTest","testRoadRiskAPILink_NavigatesTo_RoadRiskAPIPage","testRoadRiskAPILink_NavigatesTo_RoadRiskAPIPage",""
"passed","Mon Jul 24 20:13:26 GMT 2023","Mon Jul 24 20:13:36 GMT 2023","9544","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_HttpResponse_CurrentHumidityInParis","test_API_HttpResponse_CurrentHumidityInParis",""
"passed","Mon Jul 24 20:21:10 GMT 2023","Mon Jul 24 20:21:18 GMT 2023","7766","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testH1HeaderColorAndFontSize","testH1HeaderColorAndFontSize",""
"passed","Mon Jul 24 20:23:24 GMT 2023","Mon Jul 24 20:23:36 GMT 2023","11468","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testErrorMessage_WhenFirstNameIsEmpty_InBillingDetails","testErrorMessage_WhenFirstNameIsEmpty_InBillingDetails",""
"skipped","Mon Jul 24 20:16:03 GMT 2023","Mon Jul 24 20:16:03 GMT 2023","0","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testAfterMethod_ChangePasswordInUserProfile","testAfterMethod_ChangePasswordInUserProfile",""
"passed","Mon Jul 24 20:04:26 GMT 2023","Mon Jul 24 20:04:35 GMT 2023","9373","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testAskQuestionFooterLinkNavigatesToHomeAskQuestionPage","testAskQuestionFooterLinkNavigatesToHomeAskQuestionPage",""
"passed","Mon Jul 24 20:23:01 GMT 2023","Mon Jul 24 20:23:13 GMT 2023","11686","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testBillingDetailsWhenFillingIndividualForms","testBillingDetailsWhenFillingIndividualForms",""
"passed","Mon Jul 24 20:12:05 GMT 2023","Mon Jul 24 20:12:14 GMT 2023","8855","Surefire suite","Surefire test","tests.PartnersTest","tests.PartnersTest","testH1Header","testH1Header",""
"passed","Mon Jul 24 20:01:46 GMT 2023","Mon Jul 24 20:01:54 GMT 2023","7684","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testPlaceholderIsAvailable_TopMenu","testPlaceholderIsAvailable_TopMenu",""
"passed","Mon Jul 24 20:23:36 GMT 2023","Mon Jul 24 20:23:47 GMT 2023","11400","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testErrorMessage_WhenLastNameIsEmpty_InBillingDetails","testErrorMessage_WhenLastNameIsEmpty_InBillingDetails",""
"passed","Mon Jul 24 20:04:52 GMT 2023","Mon Jul 24 20:05:01 GMT 2023","9819","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testExternalMenuLinksNavigateToCorrespondingPages","testExternalMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:09:15 GMT 2023","Mon Jul 24 20:09:23 GMT 2023","8902","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testWeatherDashboardLinkNavigatesToWeatherDashboardPage","testWeatherDashboardLinkNavigatesToWeatherDashboardPage",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.APITest","tests.APITest","testOrangeButtonsArePresentOnThePage","testOrangeButtonsArePresentOnThePage",""
"passed","Mon Jul 24 20:08:42 GMT 2023","Mon Jul 24 20:08:50 GMT 2023","7959","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testProductCollectionsText","testProductCollectionsText",""
"passed","Mon Jul 24 20:13:36 GMT 2023","Mon Jul 24 20:13:46 GMT 2023","9610","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_HttpResponse_CurrentPressureInParis","test_API_HttpResponse_CurrentPressureInParis",""
"passed","Mon Jul 24 20:07:24 GMT 2023","Mon Jul 24 20:07:32 GMT 2023","8555","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:03:24 GMT 2023","Mon Jul 24 20:03:35 GMT 2023","11188","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testOrangeButtonsAreClickableAndVisible","testOrangeButtonsAreClickableAndVisible",""
"passed","Mon Jul 24 20:02:21 GMT 2023","Mon Jul 24 20:02:29 GMT 2023","8085","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testSupportMenuLinksTexts","testSupportMenuLinksTexts",""
"passed","Mon Jul 24 20:14:26 GMT 2023","Mon Jul 24 20:14:38 GMT 2023","12458","Surefire suite","Surefire test","tests.HomeAPIKeysTest","tests.HomeAPIKeysTest","testAPIKeysGenerated","testAPIKeysGenerated",""
"passed","Mon Jul 24 20:07:15 GMT 2023","Mon Jul 24 20:07:24 GMT 2023","9007","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:24:43 GMT 2023","Mon Jul 24 20:24:53 GMT 2023","10131","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testPriceForStateIsCorrect","testPriceForStateIsCorrect",""
"passed","Mon Jul 24 20:11:27 GMT 2023","Mon Jul 24 20:11:41 GMT 2023","13212","Surefire suite","Surefire test","tests.WidgetsTest","tests.WidgetsTest","testAllWidgetsDisplayChosenCity","testAllWidgetsDisplayChosenCity",""
"passed","Mon Jul 24 20:17:55 GMT 2023","Mon Jul 24 20:18:04 GMT 2023","9116","Surefire suite","Surefire test","tests.FindTest","tests.FindTest","testCityInSearchFieldContainsCity","testCityInSearchFieldContainsCity",""
"passed","Mon Jul 24 20:01:19 GMT 2023","Mon Jul 24 20:01:28 GMT 2023","8904","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testNavigationBarSearchField_NavigatesToFindPage","testNavigationBarSearchField_NavigatesToFindPage",""
"passed","Mon Jul 24 20:05:23 GMT 2023","Mon Jul 24 20:05:32 GMT 2023","9300","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFAQFooterLinkNavigateToFAQPage","testFAQFooterLinkNavigateToFAQPage",""
"passed","Mon Jul 24 20:01:09 GMT 2023","Mon Jul 24 20:01:19 GMT 2023","9658","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testMarketplaceMenuNavigatesToMarketplacePage","testMarketplaceMenuNavigatesToMarketplacePage",""
"passed","Mon Jul 24 20:19:11 GMT 2023","Mon Jul 24 20:19:20 GMT 2023","8678","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testAPIIconsNavigateToCorrespondingPages","testAPIIconsNavigateToCorrespondingPages",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.GuideTest","tests.GuideTest","testSolarRadiationApiLink_NavigatesTo_SolarRadiationApiPage","testSolarRadiationApiLink_NavigatesTo_SolarRadiationApiPage",""
"passed","Mon Jul 24 20:23:13 GMT 2023","Mon Jul 24 20:23:24 GMT 2023","11068","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testErrorMessage_WhenEmailIsEmpty_InBillingDetails","testErrorMessage_WhenEmailIsEmpty_InBillingDetails",""
"passed","Mon Jul 24 20:17:43 GMT 2023","Mon Jul 24 20:17:54 GMT 2023","11796","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignOut","testSignOut",""
"passed","Mon Jul 24 20:02:37 GMT 2023","Mon Jul 24 20:02:48 GMT 2023","10966","Surefire suite","Surefire test","tests.HomeHistoryBulksNewTest","tests.HomeHistoryBulksNewTest","testWeatherParametersAreSelectedByDefault","testWeatherParametersAreSelectedByDefault",""
"passed","Mon Jul 24 20:19:45 GMT 2023","Mon Jul 24 20:19:54 GMT 2023","8259","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testCurrentLocationButton","testCurrentLocationButton",""
"passed","Mon Jul 24 19:58:11 GMT 2023","Mon Jul 24 19:58:21 GMT 2023","9362","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 20:00:42 GMT 2023","Mon Jul 24 20:00:50 GMT 2023","8576","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testHamburgerMenuIsAvailableAndHasOptions_TopMenu","testHamburgerMenuIsAvailableAndHasOptions_TopMenu",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","1","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testTransparentButtonsAmount","testTransparentButtonsAmount",""
"passed","Mon Jul 24 20:10:01 GMT 2023","Mon Jul 24 20:10:11 GMT 2023","10324","Surefire suite","Surefire test","tests.HomeAskQuestionTest","tests.HomeAskQuestionTest","testErrorMessageWhenCaptchaNotVerified","testErrorMessageWhenCaptchaNotVerified",""
"passed","Mon Jul 24 20:21:36 GMT 2023","Mon Jul 24 20:21:44 GMT 2023","8029","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testOneIconHighlightedByDefault_OnDifferentWeatherPopUp","testOneIconHighlightedByDefault_OnDifferentWeatherPopUp",""
"passed","Mon Jul 24 20:06:46 GMT 2023","Mon Jul 24 20:06:55 GMT 2023","9334","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:03:47 GMT 2023","Mon Jul 24 20:03:58 GMT 2023","11036","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testSuccessfulSignIn","testSuccessfulSignIn",""
"passed","Mon Jul 24 20:24:22 GMT 2023","Mon Jul 24 20:24:32 GMT 2023","10597","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testOrderDetailsParametersAreCorrect","testOrderDetailsParametersAreCorrect",""
"passed","Mon Jul 24 20:16:36 GMT 2023","Mon Jul 24 20:16:46 GMT 2023","10308","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testTransparentButtonsLabels","testTransparentButtonsLabels",""
"unknown","Mon Jul 24 19:56:13 GMT 2023","Mon Jul 24 19:56:13 GMT 2023","0","Surefire suite","Surefire test","tests.api.API_MainTest","tests.api.API_MainTest","test_API_CNTRequests_WhenSearchingCityCountry","test_API_CNTRequests_WhenSearchingCityCountry",""
"passed","Mon Jul 24 20:12:14 GMT 2023","Mon Jul 24 20:12:24 GMT 2023","9270","Surefire suite","Surefire test","tests.PartnersTest","tests.PartnersTest","testLinksTextsAreAsExpected","testLinksTextsAreAsExpected",""
"passed","Mon Jul 24 20:15:01 GMT 2023","Mon Jul 24 20:15:11 GMT 2023","9665","Surefire suite","Surefire test","tests.WeatherMapsTest","tests.WeatherMapsTest","testWeatherControlLayersText","testWeatherControlLayersText",""
"passed","Mon Jul 24 19:59:54 GMT 2023","Mon Jul 24 20:00:04 GMT 2023","9850","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testExternalTopMenuNavigatesToCorrespondingPage","testExternalTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 20:00:59 GMT 2023","Mon Jul 24 20:01:09 GMT 2023","9426","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testMapsMenuNavigatesToWeatherMapsPage","testMapsMenuNavigatesToWeatherMapsPage",""
"passed","Mon Jul 24 20:08:50 GMT 2023","Mon Jul 24 20:08:58 GMT 2023","7686","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testSocialPanelExistsAndHasIcons","testSocialPanelExistsAndHasIcons",""
"passed","Mon Jul 24 20:05:32 GMT 2023","Mon Jul 24 20:05:41 GMT 2023","9048","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFacebookIconNavigatesToFacebookWeb","testFacebookIconNavigatesToFacebookWeb",""
"passed","Mon Jul 24 20:09:52 GMT 2023","Mon Jul 24 20:10:01 GMT 2023","8472","Surefire suite","Surefire test","tests.PriceTest","tests.PriceTest","testH1Header","testH1Header",""
"passed","Mon Jul 24 20:18:44 GMT 2023","Mon Jul 24 20:18:53 GMT 2023","8854","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testAPIIconsNavigateToCorrespondingPages","testAPIIconsNavigateToCorrespondingPages",""
"passed","Mon Jul 24 20:16:59 GMT 2023","Mon Jul 24 20:17:10 GMT 2023","10646","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials",""
"passed","Mon Jul 24 20:06:29 GMT 2023","Mon Jul 24 20:06:37 GMT 2023","8371","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"failed","Mon Jul 24 20:16:02 GMT 2023","Mon Jul 24 20:16:02 GMT 2023","128","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testEmailResetPasswordReceived","testEmailResetPasswordReceived",""
"passed","Mon Jul 24 20:17:22 GMT 2023","Mon Jul 24 20:17:32 GMT 2023","10443","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testSignInWithInvalidCredentials","testSignInWithInvalidCredentials",""
"passed","Mon Jul 24 20:22:26 GMT 2023","Mon Jul 24 20:22:34 GMT 2023","7883","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testTemperatureValueIncreasedByOne_WhenClickingUp","testTemperatureValueIncreasedByOne_WhenClickingUp",""
"passed","Mon Jul 24 19:57:26 GMT 2023","Mon Jul 24 19:57:34 GMT 2023","8511","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testAPIMenuNavigatesToAPIPage","testAPIMenuNavigatesToAPIPage",""
"passed","Mon Jul 24 19:58:40 GMT 2023","Mon Jul 24 19:58:48 GMT 2023","8336","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testEachTopMenuNavigatesToCorrespondingPage","testEachTopMenuNavigatesToCorrespondingPage",""
"passed","Mon Jul 24 20:23:59 GMT 2023","Mon Jul 24 20:24:11 GMT 2023","11708","Surefire suite","Surefire test","tests.HomeZipCodeDataNewTest","tests.HomeZipCodeDataNewTest","testListOfStatesIsCorrectAndSorted","testListOfStatesIsCorrectAndSorted",""
"passed","Mon Jul 24 20:20:20 GMT 2023","Mon Jul 24 20:20:29 GMT 2023","8688","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testDayListTempInF_WhenSwitchingToImperial","testDayListTempInF_WhenSwitchingToImperial",""
"passed","Mon Jul 24 20:15:40 GMT 2023","Mon Jul 24 20:15:51 GMT 2023","10618","Surefire suite","Surefire test","tests.HomeUsersSignInTest","tests.HomeUsersSignInTest","testRepeatRecoverPassword","testRepeatRecoverPassword",""
"passed","Mon Jul 24 20:22:35 GMT 2023","Mon Jul 24 20:22:42 GMT 2023","7801","Surefire suite","Surefire test","tests.StartTest","tests.StartTest","testTextInCookiesAgreement","testTextInCookiesAgreement",""
"passed","Mon Jul 24 20:05:59 GMT 2023","Mon Jul 24 20:06:08 GMT 2023","9543","Surefire suite","Surefire test","tests.FooterMenuTest","tests.FooterMenuTest","testFooterMenuLinksNavigateToCorrespondingPages","testFooterMenuLinksNavigateToCorrespondingPages",""
"passed","Mon Jul 24 19:57:43 GMT 2023","Mon Jul 24 19:57:52 GMT 2023","8842","Surefire suite","Surefire test","tests.TopMenuTest","tests.TopMenuTest","testDashboardMenuNavigatesToDashboardPage","testDashboardMenuNavigatesToDashboardPage",""
